Point,Comment,Inspected,Inspection comment,SiO2(Mass%),TiO2(Mass%),Al2O3(Mass%),Cr2O3(Mass%),FeO(Mass%),MnO(Mass%),NiO(Mass%),MgO(Mass%),CaO(Mass%),Na2O(Mass%),K2O(Mass%),P2O5(Mass%),Total(Mass%),SiO2(Norm%),TiO2(Norm%),Al2O3(Norm%),Cr2O3(Norm%),FeO(Norm%),MnO(Norm%),NiO(Norm%),MgO(Norm%),CaO(Norm%),Na2O(Norm%),K2O(Norm%),P2O5(Norm%),Total(Norm%),SiO2(Cation),TiO2(Cation),Al2O3(Cation),Cr2O3(Cation),FeO(Cation),MnO(Cation),NiO(Cation),MgO(Cation),CaO(Cation),Na2O(Cation),K2O(Cation),P2O5(Cation),Total(Cation),SiO2(mole%),TiO2(mole%),Al2O3(mole%),Cr2O3(mole%),FeO(mole%),MnO(mole%),NiO(mole%),MgO(mole%),CaO(mole%),Na2O(mole%),K2O(mole%),P2O5(mole%),Total(mole%),X,Y,Z,SiO2(K-ratio),TiO2(K-ratio),Al2O3(K-ratio),Cr2O3(K-ratio),FeO(K-ratio),MnO(K-ratio),NiO(K-ratio),MgO(K-ratio),CaO(K-ratio),Na2O(K-ratio),K2O(K-ratio),P2O5(K-ratio),Total(K-ratio),SiO2(K-raw),TiO2(K-raw),Al2O3(K-raw),Cr2O3(K-raw),FeO(K-raw),MnO(K-raw),NiO(K-raw),MgO(K-raw),CaO(K-raw),Na2O(K-raw),K2O(K-raw),P2O5(K-raw),Total(K-raw),Na(Net),Mg(Net),Al(Net),Si(Net),Cr(Net),Ti(Net),Ca(Net),K(Net),P(Net),Ni(Net),Fe(Net),Mn(Net),Na(BG-),Mg(BG-),Al(BG-),Si(BG-),Cr(BG-),Ti(BG-),Ca(BG-),K(BG-),P(BG-),Ni(BG-),Fe(BG-),Mn(BG-),Na(BG+),Mg(BG+),Al(BG+),Si(BG+),Cr(BG+),Ti(BG+),Ca(BG+),K(BG+),P(BG+),Ni(BG+),Fe(BG+),Mn(BG+),Na(L-value),Mg(L-value),Al(L-value),Si(L-value),Cr(L-value),Ti(L-value),Ca(L-value),K(L-value),P(L-value),Ni(L-value),Fe(L-value),Mn(L-value),Current,Na(Error%),Mg(Error%),Al(Error%),Si(Error%),Cr(Error%),Ti(Error%),Ca(Error%),K(Error%),P(Error%),Ni(Error%),Fe(Error%),Mn(Error%),Total(Error%),Na(D.L.),Mg(D.L.),Al(D.L.),Si(D.L.),Cr(D.L.),Ti(D.L.),Ca(D.L.),K(D.L.),P(D.L.),Ni(D.L.),Fe(D.L.),Mn(D.L.), ,,Bi(Net),Ar(Net),Br(Net),As(Net)
1256,Gold1_A6_p2 Grid 002x005,Gold1_McC_ABW_A6_grid2,,48.14,1.5608,5.65,0.0083,6.83,0.1113,0,13,22.7,0.6216,0.0049,0.0085,98.6354,48.806,1.5824,5.7282,0.0084,6.9245,0.1128,0,13.1799,23.0141,0.6302,0.005,0.0086,100,7.278,0.1775,1.007,0.001,0.863,0.0143,0,2.929,3.677,0.1822,0.0009,0.0011,16.131,46.8448,1.1422,3.2402,0.0032,5.5584,0.0917,0,18.8577,23.6687,0.5864,0.003,0.0035,100,-2.6658,26.7215,10.811,44.8235,1.5098,4.8255,0.0077,6.7933,0.1018,0,13.0068,22.6422,0.5319,0.0047,0.0069,94.254,86.282,3.7435,4.826,0.0169,44.634,0.2163,0,48.551,47.468,3.6014,0.0198,0.0191,239.378,2852.2,101689.1,52195.1,451687.4,172.6,25224.8,473243.8,104.5,21.6,-38.2,39215.2,592.3,343.5,623.9,1270.9,0,5863.6,2948.4,2103.9,1420.3,116.1,2123.8,1410.3,1013.8,258.8,555.8,801.4,1262.7,5100.4,2815.7,1904.8,1229.5,91.3,1918,1229.5,874.4,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.27,5.62,0.61,0.7,0.29,136.35,1.56,0.33,111.43,155.86,300,0.64,16.23,729.62,124,84,65,68,104,101,68,51,101,189,108,144,1207, ,600.6,1045.3,696.9,1279.2
1257,Gold1_A6_p2 Grid 003x001,Gold1_McC_ABW_A6_grid2,,48.17,1.5877,5.65,0,6.83,0.1003,0,12.97,22.75,0.6249,0.0032,0.0078,98.6939,48.8075,1.6087,5.7248,0,6.9204,0.1016,0,13.1416,23.0511,0.6332,0.0032,0.0079,100,7.278,0.1804,1.006,0,0.863,0.0128,0,2.922,3.683,0.183,0.0006,0.001,16.1298,46.852,1.1614,3.2387,0,5.5558,0.0826,0,18.8053,23.7097,0.5893,0.002,0.0032,100,-2.6558,26.6815,10.811,44.8619,1.5357,4.8265,0,6.7927,0.0916,0,12.984,22.6985,0.5347,0.0031,0.0063,94.3351,86.356,3.8077,4.827,0,44.63,0.1948,0,48.466,47.586,3.6202,0.013,0.0175,239.5182,2866.2,101509.5,52198.6,452070.7,-1.7,25657.6,474420.4,69.7,19.9,-71.4,39211.2,534.7,308.9,644.3,1326.8,0,5770.5,3048.8,2011,1413.2,104.6,2117.2,1411.5,1024.6,269,567.9,792.1,1308.5,5091.3,2618.7,1848.2,1210.6,106.3,1927.9,1260.4,918.3,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.22,5.59,0.61,0.7,0.29,300,1.54,0.33,167.41,171.22,300,0.64,18.01,966.34,122,85,65,69,103,101,67,51,103,189,109,146,1210, ,609.4,1042.8,700.8,1270.3
1258,Gold1_A6_p2 Grid 003x002,Gold1_McC_ABW_A6_grid2,,48.16,1.5774,5.64,0.0032,6.85,0.1109,0.0029,13.03,22.79,0.6117,0.0028,0.0029,98.7818,48.7539,1.5969,5.7096,0.0032,6.9345,0.1123,0.0029,13.1907,23.0711,0.6192,0.0028,0.0029,100,7.273,0.1791,1.003,0.0004,0.866,0.0142,0.0004,2.932,3.687,0.1791,0.0005,0.0004,16.1351,46.7863,1.1525,3.2291,0.0012,5.5654,0.0913,0.0023,18.8698,23.7231,0.5761,0.0017,0.0012,100,-2.6558,26.6915,10.811,44.8469,1.5259,4.8155,0.0029,6.8198,0.1014,0.0026,13.0358,22.7367,0.5233,0.0027,0.0023,94.4157,86.327,3.7834,4.816,0.0064,44.808,0.2155,0.0026,48.659,47.666,3.5431,0.0113,0.0065,239.8448,2805.4,101915.7,52088.3,451920.7,64.7,25493,475217.5,59.8,6.6,16.6,39367.5,591,307.1,627.5,1255,0,6070.7,3100.9,2098.3,1452.5,114.5,2050.1,1440.9,919.7,260.6,605.9,813.4,1274.9,5023.2,2712.5,1947.2,1215.1,99.6,1907.4,1223.4,919.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.24,5.65,0.61,0.7,0.29,360.86,1.55,0.33,193.25,451.52,715.94,0.64,16.12,1747.46,121,87,65,68,104,102,68,52,103,187,109,142,1208, ,605.9,1052.5,695.5,1269.9
1259,Gold1_A6_p2 Grid 003x003,Gold1_McC_ABW_A6_grid2,,48.1,1.5697,5.65,0.0079,6.83,0.1019,0.0059,12.99,22.81,0.6215,0.0033,0.0049,98.6951,48.736,1.5905,5.7247,0.008,6.9203,0.1032,0.006,13.1617,23.1116,0.6297,0.0033,0.005,100,7.271,0.1784,1.006,0.0009,0.863,0.013,0.0007,2.926,3.695,0.1821,0.0006,0.0006,16.1373,46.7769,1.148,3.2382,0.003,5.555,0.0839,0.0046,18.8315,23.7687,0.586,0.002,0.002,100,-2.6558,26.7015,10.811,44.7913,1.5183,4.8245,0.0073,6.793,0.0931,0.0052,12.9945,22.7596,0.5317,0.0031,0.004,94.3256,86.22,3.7646,4.825,0.0161,44.632,0.198,0.0052,48.505,47.714,3.5998,0.0132,0.0111,239.504,2849.8,101593.4,52187.6,451359.3,164.3,25367.6,475691.3,69.7,13.3,34.8,39213.3,542.7,272.2,624.1,1306.2,0,5820.8,3039,2054.8,1380.9,122.8,2119.5,1437.3,979.3,263.9,554.4,778.4,1276.3,4919.5,2838.2,2003.3,1273,102.9,1857.3,1234.8,954.4,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.25,5.58,0.61,0.7,0.29,141.71,1.55,0.32,165.75,273.99,359.63,0.64,17.71,968.48,118,84,65,68,103,102,68,51,106,188,109,146,1208, ,590.9,1032.4,683.8,1273
1260,Gold1_A6_p2 Grid 003x004,Gold1_McC_ABW_A6_grid2,,48.03,1.5707,5.65,0,6.81,0.1034,0.0077,12.99,22.77,0.6321,0.0047,0.0066,98.5752,48.7242,1.5934,5.7317,0,6.9084,0.1049,0.0078,13.1778,23.0991,0.6412,0.0048,0.0067,100,7.269,0.1788,1.007,0,0.862,0.0133,0.0009,2.931,3.692,0.1855,0.0009,0.0008,16.1412,46.7622,1.1501,3.2419,0,5.545,0.0853,0.006,18.853,23.7542,0.5966,0.0029,0.0027,100,-2.6558,26.7115,10.811,44.716,1.5192,4.8225,0,6.7759,0.0945,0.0068,13.0001,22.7119,0.5408,0.0045,0.0053,94.1975,86.075,3.7668,4.823,0,44.52,0.2008,0.0068,48.526,47.614,3.6617,0.0189,0.0148,239.2278,2898.4,101636.8,52158,450602.6,-11.6,25381.8,474696.2,99.6,16.6,44.8,39113.6,551.1,290.5,645.8,1266.6,0,5951.2,3064.4,2078.4,1336.3,114.5,2043.5,1445.9,1019.3,230.7,521.3,762,1303.1,5159.4,2778.9,1907.4,1238.4,86.3,1879.2,1198.5,873.2,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.24,5.51,0.61,0.7,0.29,300,1.55,0.33,115.21,194.94,276.58,0.64,17.35,913.71,115,83,64,69,104,102,68,51,100,186,108,144,1194, ,600.9,1037.5,690.6,1283.2
1261,Gold1_A6_p2 Grid 003x005,Gold1_McC_ABW_A6_grid2,,48.09,1.5643,5.66,0.0042,6.83,0.1064,0.0138,13.01,22.76,0.6194,0.0039,0.002,98.664,48.7412,1.5855,5.7366,0.0043,6.9225,0.1078,0.014,13.1862,23.0682,0.6278,0.004,0.002,100,7.271,0.1779,1.008,0.0005,0.864,0.0136,0.0017,2.932,3.686,0.1816,0.0007,0.0003,16.1373,46.7791,1.1444,3.2448,0.0016,5.5564,0.0877,0.0108,18.8653,23.7226,0.5841,0.0024,0.0008,100,-2.6558,26.7215,10.811,44.7747,1.5131,4.8315,0.0039,6.7992,0.0972,0.0123,13.0173,22.7028,0.5299,0.0037,0.0016,94.2873,86.188,3.7517,4.832,0.0086,44.673,0.2067,0.0123,48.59,47.595,3.5879,0.0157,0.0046,239.4655,2841.5,101771,52260.6,451191.7,88,25279.7,474511.2,83,5,79.7,39248.1,566,333.6,610.8,1224.9,0,6005,3063.9,2151,1390.9,144.4,2071.4,1414.1,1019.1,249,566,801.7,1268.1,4999.2,2771.8,1995,1196.7,114.5,1858.9,1276.3,874.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.25,5.62,0.61,0.7,0.29,265.36,1.56,0.33,138.02,687.91,152.77,0.64,16.92,1270.73,122,84,64,68,104,102,69,51,113,187,110,144,1218, ,595.8,1065.6,685.5,1269.7
1262,Gold1_A6_p2 Grid 004x001,Gold1_McC_ABW_A6_grid2,,48.14,1.5622,5.63,0,6.83,0.1061,0.0128,13.08,22.7,0.6234,0.0033,0,98.6878,48.7801,1.583,5.7049,0,6.9208,0.1075,0.013,13.2539,23.0018,0.6317,0.0033,0,100,7.275,0.1775,1.003,0,0.863,0.0136,0.0016,2.945,3.676,0.1827,0.0006,0,16.138,46.7955,1.1421,3.2254,0,5.5526,0.0874,0.01,18.9537,23.6438,0.5875,0.002,0,100,-2.6458,26.6815,10.811,44.8188,1.5111,4.8085,0,6.7927,0.097,0.0114,13.0861,22.648,0.5335,0.0032,0,94.3103,86.273,3.7469,4.809,0,44.63,0.2061,0.0114,48.847,47.48,3.6123,0.0135,0,239.6292,2860,102309.2,52012.3,451637.3,-18.3,25247.2,473364.3,71.3,-13.3,74.7,39210.4,565.7,323.5,632,1262.4,0,5953.9,3088.9,2060.4,1411.8,127.7,2043.8,1431.7,992,250.5,593.9,784.7,1289,5028.2,2850,1975.8,1279,117.8,1834.8,1262.4,890.8,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.28,5.59,0.61,0.7,0.29,300,1.56,0.33,163.06,300,163.57,0.64,16.92,953.27,121,86,64,69,104,103,68,52,111,185,109,144,1216, ,585.6,1045.1,690.1,1245.8
1263,Gold1_A6_p2 Grid 004x002,Gold1_McC_ABW_A6_grid2,,48.25,1.5602,5.62,0.0056,6.82,0.1106,0,13.07,22.8,0.6392,0.0069,0.0031,98.8856,48.7938,1.5778,5.6833,0.0057,6.8969,0.1118,0,13.2173,23.0569,0.6464,0.007,0.0031,100,7.277,0.1769,0.999,0.0007,0.86,0.0141,0,2.939,3.685,0.1869,0.0013,0.0004,16.1403,46.8109,1.1384,3.2134,0.0021,5.5336,0.0909,0,18.9023,23.7017,0.6012,0.0043,0.0013,100,-2.6458,26.6915,10.811,44.9352,1.509,4.8005,0.0051,6.7872,0.1011,0,13.0848,22.7491,0.5471,0.0066,0.0026,94.5283,86.497,3.7417,4.801,0.0113,44.594,0.2149,0,48.842,47.692,3.7042,0.0278,0.0071,240.133,2932.4,102299.4,51923.9,452811.1,116.3,25213.5,475479.3,147.9,8.3,-29.9,39179.3,589.8,304,624.7,1267.7,0,5786.7,3050.3,2206.4,1364,116.3,2151.5,1393.9,976.9,237.6,530,800.8,1272.6,4961,2821.1,1948.8,1177.9,134.6,1930.6,1236.1,888.8,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.19,5.49,0.61,0.71,0.29,200.91,1.56,0.33,78.31,452.32,300,0.64,16.26,1057.43,118,83,65,68,103,102,69,50,113,190,108,143,1212, ,589.8,1050,701.1,1274.3
1264,Gold1_A6_p2 Grid 004x003,Gold1_McC_ABW_A6_grid2,,48.17,1.5516,5.63,0,6.83,0.1014,0.0105,13.03,22.72,0.6245,0.006,0.0043,98.6783,48.8152,1.5724,5.7054,0,6.9215,0.1028,0.0106,13.2045,23.0243,0.6329,0.0061,0.0044,100,7.279,0.1763,1.003,0,0.863,0.013,0.0013,2.936,3.679,0.183,0.0011,0.0006,16.1353,46.8394,1.1347,3.2264,0,5.5543,0.0835,0.0082,18.8872,23.6721,0.5887,0.0037,0.0018,100,-2.6458,26.7015,10.811,44.8495,1.5008,4.8115,0,6.7906,0.0927,0.0093,13.0427,22.6637,0.5345,0.0057,0.0035,94.3044,86.332,3.7212,4.812,0,44.616,0.197,0.0093,48.685,47.513,3.6186,0.0241,0.0098,239.538,2865.7,101969.1,52045.5,451944.2,-6.6,25073.9,473687.5,127.8,11.6,59.8,39198.1,539.6,293.9,582.8,1311.6,0,6111.6,3028.4,2098.6,1348.2,129.5,2050.5,1427.9,1026.1,242.4,577.8,785.3,1285.1,4982.6,2942.1,1922.6,1230.3,104.6,1881.1,1281.8,906.5,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.23,5.56,0.61,0.7,0.29,300,1.57,0.33,90.79,314.55,202.81,0.64,17.79,935.64,117,84,65,69,104,103,68,51,108,187,110,146,1212, ,601,1047.7,692.3,1265.2
1265,Gold1_A6_p2 Grid 004x004,Gold1_McC_ABW_A6_grid2,,48.22,1.5706,5.64,0,6.83,0.0995,0,13.07,22.76,0.6185,0.0003,0.0049,98.8138,48.7989,1.5895,5.7077,0,6.912,0.1007,0,13.2269,23.0332,0.6259,0.0003,0.005,100,7.275,0.1782,1.004,0,0.861,0.0127,0,2.941,3.68,0.181,0.0001,0.0006,16.1336,46.8181,1.1469,3.2273,0,5.546,0.0818,0,18.917,23.6785,0.5822,0.0002,0.002,100,-2.6458,26.7115,10.811,44.8952,1.5191,4.8195,0,6.7906,0.0909,0,13.0877,22.7076,0.5294,0.0003,0.004,94.4443,86.42,3.7667,4.82,0,44.616,0.1933,0,48.853,47.605,3.5844,0.0013,0.0111,239.8708,2837.4,102320.5,52132.6,452408.6,-53.2,25380.7,474607.8,6.7,13.3,-21.6,39198.8,530.3,345.7,615,1268.3,0,5979.1,3063.5,2147.6,1394.6,134.6,2069.5,1399.6,1014,231.1,550.2,799.5,1313.2,5143,2790.9,1926.5,1271.6,101.4,1986.4,1281.6,930.8,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.16,5.62,0.61,0.7,0.29,300,1.55,0.33,1736.21,278.78,300,0.64,18.15,2642.88,121,84,65,70,104,102,68,52,108,190,109,146,1219, ,596.7,1033.9,703.1,1283.2
1266,Gold1_A6_p2 Grid 004x005,Gold1_McC_ABW_A6_grid2,,48.21,1.5692,5.61,0.0071,6.81,0.1025,0.014,13.05,22.8,0.626,0.0054,0.0031,98.8073,48.7919,1.5881,5.6777,0.0072,6.8922,0.1037,0.0142,13.2075,23.0752,0.6336,0.0055,0.0031,100,7.277,0.1781,0.997,0.0008,0.859,0.0131,0.0017,2.937,3.688,0.1832,0.001,0.0004,16.1363,46.8112,1.1459,3.2103,0.0027,5.5301,0.0843,0.0109,18.8891,23.7215,0.5893,0.0033,0.0013,100,-2.6458,26.7215,10.811,44.8952,1.5177,4.7875,0.0065,6.7715,0.0937,0.0124,13.0623,22.7486,0.5357,0.0052,0.0025,94.4389,86.42,3.7633,4.788,0.0144,44.491,0.1991,0.0124,48.758,47.691,3.6268,0.022,0.007,239.793,2871.9,102121.5,51784.5,452405.4,147.7,25358.6,475466.5,116.2,8.3,81.3,39088.6,546.2,358.6,615.9,1291.5,0,5785.2,3120.9,2056.8,1339.6,106.2,2021.9,1392.8,1029.2,255.6,561.1,776.9,1271.6,5003.3,2757.3,1933.9,1250,126.2,1859.2,1256.6,916.3,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.24,5.61,0.61,0.71,0.29,157.85,1.56,0.33,99.42,438.61,151.06,0.64,17.67,874.36,125,84,65,68,103,102,68,51,108,185,109,146,1214, ,605.9,1045.8,687.3,1269.9
1267,Gold1_A6_p2 Grid 005x001,Gold1_McC_ABW_A6_grid2,,48.28,1.5665,5.6,0,6.81,0.1017,0.0077,13.04,22.71,0.6354,0.0039,0.0038,98.759,48.8867,1.5862,5.6704,0,6.8956,0.103,0.0078,13.2039,22.9954,0.6434,0.0039,0.0038,100,7.287,0.1778,0.997,0,0.859,0.013,0.0009,2.934,3.673,0.186,0.0007,0.0005,16.1289,46.9016,1.1445,3.2061,0,5.5328,0.0837,0.006,18.8837,23.6392,0.5984,0.0024,0.0016,100,-2.6358,26.6815,10.811,44.9658,1.5151,4.7855,0,6.7741,0.093,0.0068,13.0532,22.6565,0.5439,0.0037,0.003,94.4007,86.556,3.7568,4.786,0,44.508,0.1976,0.0068,48.724,47.498,3.6826,0.0156,0.0085,239.7399,2915.3,102049.8,51762.5,453121.3,-79.7,25313.9,473543.2,83.1,10,44.8,39103,541.5,315.6,654.5,1285.7,0,6116.3,3096.4,2096.4,1340.5,114.6,2019.9,1373.8,966.8,260.8,563.1,779.1,1289,5083.1,2804,1902,1245.8,98,1978.4,1265.8,916.9,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.2,5.54,0.61,0.71,0.29,300,1.56,0.33,138.86,346.95,276.55,0.64,17.57,1089.61,122,86,65,69,105,103,68,51,103,188,109,144,1213, ,581.4,1038.2,697.7,1262.5
1268,Gold1_A6_p2 Grid 005x002,Gold1_McC_ABW_A6_grid2,,48.27,1.5679,5.6,0.0045,6.87,0.0956,0,13.1,22.81,0.6216,0.0039,0.0036,98.9471,48.7836,1.5846,5.6596,0.0045,6.9431,0.0966,0,13.2394,23.0527,0.6282,0.0039,0.0036,100,7.276,0.1778,0.996,0.0005,0.866,0.0122,0,2.943,3.684,0.1817,0.0007,0.0005,16.1384,46.7943,1.1431,3.1995,0.0017,5.5699,0.0785,0,18.9311,23.6938,0.5842,0.0024,0.0015,100,-2.6358,26.6915,10.811,44.9529,1.5166,4.7855,0.0042,6.8341,0.0874,0,13.1067,22.7534,0.5319,0.0037,0.0029,94.5793,86.531,3.7604,4.786,0.0092,44.902,0.1858,0,48.924,47.701,3.6013,0.0157,0.0081,240.4245,2851.7,102470.9,51764.2,452986.3,93.1,25337.5,475563.7,83.1,10,-43.2,39449.6,508.8,384.1,592,1288.7,0,5904.6,3102.8,2110.1,1370.1,119.7,2138.3,1441.6,1029.3,246.1,508.8,793.2,1287,5034.9,2775.2,1850.7,1222.2,88.1,1883.9,1237.1,932.8,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.14,5.64,0.61,0.71,0.29,250.32,1.56,0.33,138.92,356.44,300,0.64,18.88,1074.34,126,81,65,69,104,102,67,51,102,189,109,147,1212, ,598.6,1037.6,695,1273.7
1269,Gold1_A6_p2 Grid 005x003,Gold1_McC_ABW_A6_grid2,,48.16,1.5731,5.6,0,6.81,0.0964,0.0088,13.08,22.74,0.6282,0.0058,0,98.7023,48.7932,1.5938,5.6736,0,6.8995,0.0977,0.0089,13.252,23.039,0.6365,0.0059,0,100,7.276,0.1788,0.997,0,0.861,0.0123,0.0011,2.946,3.681,0.1841,0.0011,0,16.1384,46.8006,1.1497,3.2072,0,5.5346,0.0794,0.0069,18.948,23.6783,0.5919,0.0036,0,100,-2.6358,26.7015,10.811,44.8375,1.5215,4.7815,0,6.7804,0.0881,0.0078,13.0891,22.6833,0.5377,0.0056,0,94.3324,86.309,3.7727,4.782,0,44.549,0.1872,0.0078,48.858,47.554,3.6404,0.0234,0,239.6835,2882.3,102331.1,51718.4,451826.3,-28.2,25420.9,474099.3,124.5,-1.7,51.5,39138.3,513,347,647.5,1308.3,0,5895.7,3116.4,2088.7,1386.3,127.8,2040.5,1404.6,1024.4,227.5,554.5,785.3,1273.4,5173.5,2769.4,1854.6,1233.6,111.2,1851.2,1256.8,911.5,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.23,5.56,0.61,0.71,0.29,300,1.55,0.33,93.88,300,239.61,0.64,18.64,961.82,120,85,65,68,104,102,67,51,109,186,109,146,1212, ,594.4,1032.7,694,1260.2
1270,Gold1_A6_p2 Grid 005x004,Gold1_McC_ABW_A6_grid2,,48.28,1.5664,5.61,0,6.84,0.1105,0.0047,13.07,22.78,0.6043,0.0038,0.0038,98.8735,48.8301,1.5842,5.6739,0,6.9179,0.1118,0.0048,13.2189,23.0395,0.6112,0.0038,0.0038,100,7.28,0.1776,0.998,0,0.862,0.0141,0.0006,2.939,3.682,0.1767,0.0007,0.0005,16.1312,46.8445,1.143,3.2079,0,5.5504,0.0908,0.0037,18.9041,23.6832,0.5685,0.0024,0.0016,100,-2.6358,26.7115,10.811,44.9601,1.5151,4.7955,0,6.8042,0.101,0.0042,13.0872,22.731,0.5171,0.0036,0.003,94.5221,86.545,3.7567,4.796,0,44.706,0.2147,0.0042,48.851,47.654,3.501,0.0152,0.0085,240.0523,2772.4,102317.3,51872.1,453063.1,-28.2,25313.9,475099.7,81.4,10,28.2,39277.4,588,330.6,606.3,1304,0,5799,2920.3,2132.9,1390.4,126.3,2116.3,1408.6,978.4,252.5,571.4,779.1,1270.8,5167.8,2744.2,1865.4,1187.7,98,1877.1,1224.3,890.4,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.2,5.7,0.61,0.71,0.29,300,1.55,0.33,142.4,352.36,447.19,0.64,16.28,1268.06,122,85,65,68,104,101,68,51,105,188,108,143,1208, ,593,1054.8,696,1265.8
1271,Gold1_A6_p2 Grid 005x005,Gold1_McC_ABW_A6_grid2,,48.2,1.5622,5.62,0.0052,6.86,0.1034,0.0045,13.06,22.78,0.6099,0.0049,0.0018,98.8119,48.7796,1.581,5.6876,0.0053,6.9425,0.1046,0.0046,13.217,23.0539,0.6172,0.005,0.0018,100,7.275,0.1773,1,0.0006,0.866,0.0132,0.0005,2.94,3.685,0.1785,0.0009,0.0002,16.1372,46.8006,1.1408,3.216,0.002,5.5706,0.085,0.0035,18.9033,23.7002,0.5741,0.003,0.0007,100,-2.6358,26.7215,10.811,44.8801,1.511,4.8005,0.0048,6.8225,0.0945,0.004,13.0741,22.73,0.5218,0.0047,0.0015,94.4496,86.391,3.7467,4.801,0.0105,44.826,0.2009,0.004,48.802,47.652,3.5332,0.0198,0.0041,239.9912,2797.1,102213.7,51919.6,452255.3,108,25246.8,475075.6,104.7,5,26.6,39383.4,550.1,312.5,585,1259.8,0,6011.3,3209.2,2190.5,1334.6,118,2077.4,1439.3,1027.1,257.6,588.3,761.2,1259.8,4989.2,2793.8,1902.9,1204.9,113,1881.3,1209.9,949,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.17,5.67,0.61,0.71,0.29,218.84,1.56,0.33,109.1,733.07,466.27,0.64,17.65,1554.74,121,85,64,68,104,104,69,50,108,187,108,147,1215, ,598.3,1028.8,688,1259.8
1272,dr44 Line 001,dr44 Line 001,,38.79,0.0558,21.88,0.0428,27.47,2.11,0.0096,9.09,1.57,0.021,0,0.0426,101.0818,38.3749,0.0552,21.6458,0.0423,27.176,2.0874,0.0095,8.9927,1.5532,0.0208,0,0.0421,100,5.949,0.0064,3.955,0.0052,3.522,0.274,0.0012,2.077,0.258,0.0062,0,0.0055,16.0595,42.2624,0.0457,14.0493,0.0184,25.0304,1.9473,0.0084,14.7634,1.8329,0.0222,0,0.0196,100,-15.1784,-16.7024,11.597,33.4381,0.0576,18.1932,0.0432,28.1288,1.9893,0.0087,8.4402,1.5946,0.016,0,0.0339,91.9437,64.366,0.1429,18.195,0.095,184.815,4.229,0.0087,31.505,3.343,0.1086,0,0.0944,306.9026,86.5,65986,196774.2,336952.1,972.7,962.8,33332.2,-36.6,106.4,56.5,162372.8,11591.3,276,615.2,1197.2,0,6503.2,3535.1,1937.2,1468.2,109.7,2314.6,1636.2,1125.7,201.2,535.4,804.8,1230.5,5701.7,3114.4,1807.4,1313.6,101.4,2113.4,1494.8,986,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,60.14,74.74,0.76,0.36,0.33,26.35,20.24,1.29,300,37.32,229.02,0.31,1.95,692.67,110,83,64,67,109,109,66,53,103,198,118,153,1233, ,2648.8,2095.1,3051.2,2668.8
